DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	PLATFORM [SNPS PASSING QC]	ASSOCIATION COUNT
2010-03-29	20304703	Li Y	2010-03-19	Lancet Oncol	www.ncbi.nlm.nih.gov/pubmed/20304703	Genetic variants and risk of lung cancer in never smokers: a genome-wide association study.	Lung cancer	364 European ancestry cases, 364 European ancestry controls, 13 cases, 13 controls	446 European ancestry cases, 853 European ancestry controls, 65 cases, 154 controls	Illumina [331918]	1
2010-04-12	20303064	Houlihan LM	2010-03-18	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/20303064	Common variants of large effect in F12, KNG1, and HRG are associated with activated partial thromboplastin time.	Activated partial thromboplastin time	1,431 European ancestry individuals	NA	Illumina [542050]	3
2010-04-02	20305777	Nakajima M	2010-03-18	PLoS One	www.ncbi.nlm.nih.gov/pubmed/20305777	New sequence variants in HLA class II/III region associated with susceptibility to knee osteoarthritis identified by genome-wide association study.	Knee osteoarthritis	899 Japanese ancestry cases, 3,396 Japanese ancestry controls	167 Japanese ancestry cases, 347 Japanese ancestry controls, 813 European ancestry  cases, 1,071 European ancestry controls,	Illumina [459393]	1
2010-04-02	20303062	Medland SE	2010-03-18	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/20303062	A variant in LIN28B is associated with 2D:4D finger-length ratio, a putative retrospective biomarker of prenatal testosterone exposure.	Digit length ratio	2,889 European ancestry children and adolescents	3,659 European ancestry children	Illumina [310613]	1
2010-04-12	20304771	Newman AB	2010-03-18	J Gerontol A Biol Sci Med Sci	www.ncbi.nlm.nih.gov/pubmed/20304771	A meta-analysis of four genome-wide association studies of survival to age 90 years or older: the Cohorts for Heart and Aging Research in Genomic Epidemiology Consortium.	Longevity	1,836 European ancestry long-lived individuals, 1,955 European ancestry controls	2,594 European ancestry long-lived individuals, 3,431 European ancestry controls	Affymetrix, Illumina [2287520] (imputed)	1
2010-04-08	20237162	Bozaoglu K	2010-03-17	J Clin Endocrinol Metab	www.ncbi.nlm.nih.gov/pubmed/20237162	Chemerin, a novel adipokine in the regulation of angiogenesis.	Chemerin levels	858 Mexican American family members and individuals	NA	Illumina [542944]	7
2010-03-26	20231535	Smith NL	2010-03-15	Circulation	www.ncbi.nlm.nih.gov/pubmed/20231535	Novel associations of multiple genetic loci with plasma levels of factor VII, factor VIII, and von Willebrand factor: The CHARGE (Cohorts for Heart and Aging Research in Genome Epidemiology) Consortium.	Factor VIII levels	15,279 European ancestry individuals	up to 7,604 European ancestry individuals	Affymetrix, Illumina [2729294] (imputed)	2
2016-04-01	20231535	Smith NL	2010-03-15	Circulation	www.ncbi.nlm.nih.gov/pubmed/20231535	Novel associations of multiple genetic loci with plasma levels of factor VII, factor VIII, and von Willebrand factor: The CHARGE (Cohorts for Heart and Aging Research in Genome Epidemiology) Consortium.	vWF levels	17,596 European ancestry individuals	Up to 7,604 European ancestry individuals	Affymetrix, Illumina [2742821] (imputed)	4
2016-04-01	20231535	Smith NL	2010-03-15	Circulation	www.ncbi.nlm.nih.gov/pubmed/20231535	Novel associations of multiple genetic loci with plasma levels of factor VII, factor VIII, and von Willebrand factor: The CHARGE (Cohorts for Heart and Aging Research in Genome Epidemiology) Consortium.	Factor VII levels	15,422 European ancestry individuals	Up to 7,604 European ancestry individuals	Affymetrix, Illumina [2734954] (imputed)	2
2010-03-24	20228798	Franke A	2010-03-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20228798	Genome-wide association study for ulcerative colitis identifies risk loci at 7q22 and 22q13 (IL17REL).	Ulcerative colitis	1,043 European ancestry cases, 1,703 European ancestry controls	2,539 European ancestry cases, 5,428 European ancestry controls	Affymetrix [1897764] (imputed)	6
2010-04-02	20228799	McGovern DP	2010-03-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20228799	Genome-wide association identifies multiple ulcerative colitis susceptibility loci.	Ulcerative colitis	2,693 European ancestry cases, 6,791 European ancestry controls	2,009 European ancestry cases, 1,580 European ancestry controls	Illumina [266047]	21
2010-03-30	20222955	Pattaro C	2010-03-11	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/20222955	A meta-analysis of genome-wide data from five European isolates reveals an association of COL22A1, SYT1, and GABRR2 with serum creatinine level.	Creatinine levels	4,006 European ancestry individuals	2,035 European ancestry individuals	Illumina [~ 322498]	0
2010-03-30	20212171	Buil A	2010-03-08	Blood	www.ncbi.nlm.nih.gov/pubmed/20212171	C4BPB/C4BPA is a new susceptibility locus for venous thrombosis with unknown protein S-independent mechanism: results from genome-wide association and gene expression analyses followed by case-control studies.	C4b binding protein levels	352 European ancestry related individuals	NA	Illumina [283437]	1
2010-03-30	20208534	Rothenberg ME	2010-03-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20208534	Common variants at 5q22 associate with pediatric eosinophilic esophagitis.	Eosinophilic esophagitis (pediatric)	181 European ancestry cases, 1,974 European ancestry controls	170 European ancestry cases, 1,130 European ancestry controls	Illumina [~ 550000]	14
2010-03-25	20202923	Bierut LJ	2010-03-02	Proc Natl Acad Sci U S A	www.ncbi.nlm.nih.gov/pubmed/20202923	A genome-wide association study of alcohol dependence.	Alcohol dependence	1,235 European ancestry cases, 1,433 European ancestry controls, 662 African American cases, 499 African American controls	219 European ancestry families, 35 African American families, 4 families,  487 European ancestry cases, 1,358 European ancestry controls	Illumina [948658]	0
2010-04-06	20195266	Adkins DE	2010-03-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/20195266	Genomewide pharmacogenomic study of metabolic side effects to antipsychotic drugs.	Response to antipsychotic treatment	421 European ancestry, 214 African American, and 103 cases	NA	Affymetrix [492900]	37
2013-09-27	20197096	Stein JL	2010-03-01	Neuroimage	www.ncbi.nlm.nih.gov/pubmed/20197096	Genome-wide analysis reveals novel genes influencing temporal lobe structure with relevance to neurodegeneration in Alzheimer's disease.	Brain structure (hippocampal volume)	162 European ancestry Alzheimer's disease cases, 343 European ancestry amnestic mild cognitive impairment cases, 193 European ancestry healthy elderly controls	NA	Illumina [546314]	4
2010-03-29	20235792	Uhl GR	2010-03-01	Pharmacogenomics	www.ncbi.nlm.nih.gov/pubmed/20235792	Genome-wide association for smoking cessation success: participants in the Patch in Practice trial of nicotine replacement.	Smoking cessation	108 Abstinent individuals , 216 Non-abstinent individuals	NA	Affymetrix [NR]	0
2013-09-27	20197096	Stein JL	2010-03-01	Neuroimage	www.ncbi.nlm.nih.gov/pubmed/20197096	Genome-wide analysis reveals novel genes influencing temporal lobe structure with relevance to neurodegeneration in Alzheimer's disease.	Brain structure (temporal lobe volume)	173 European ancestry Alzheimer's disease cases, 361 European ancestry Mild Cognitive Impairment cases, 208 European ancestry controls	NA	Illumina [546314]	5
2010-03-29	20201924	Edenberg HJ	2010-03-01	Alcohol Clin Exp Res	www.ncbi.nlm.nih.gov/pubmed/20201924	Genome-wide association study of alcohol dependence implicates a region on chromosome 11.	Alcohol dependence	847 European ancestry cases, 552 European ancestry controls, 345 African American cases, 140 African American controls	262 families	Illumina [up to 941298]	0
2010-07-04	20487506	Joubert BR	2010-03-01	Genome Med	www.ncbi.nlm.nih.gov/pubmed/20487506	A whole genome association study of mother-to-child transmission of HIV in Malawi.	HIV (mother-to-child transmission)	100 Malawian ancestry infant cases, 126 Malawian ancestry infant controls	NA	Illumina [586681]	0
2010-03-29	20190752	Dubois PC	2010-02-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20190752	Multiple common variants for celiac disease influencing immune gene expression.	Celiac disease	4,533 European ancestry cases, 10,750 European ancestry controls	4,918 European ancestry cases, 5,684 European ancestry controls	Illumina [292387]	40
2010-03-25	20189936	Okada Y	2010-02-26	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/20189936	A genome-wide association study in 19 633 Japanese subjects identified LHX3-QSOX2 and IGF1 as adult height loci.	Height	19,633 Japanese ancestry individuals	NA	Illumina [420885]	25
2010-03-25	20195514	Pillas D	2010-02-26	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/20195514	Genome-wide association study reveals multiple loci associated with primary tooth development during infancy.	Primary tooth development (time to first tooth eruption)	5,919 European ancestry related individuals	NA	Illumina [300766]	6
2010-03-25	20195514	Pillas D	2010-02-26	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/20195514	Genome-wide association study reveals multiple loci associated with primary tooth development during infancy.	Primary tooth development (number of teeth)	5,752 European ancestry related individuals	NA	Illumina [300766]	9
2010-03-25	20189245	Han S	2010-02-25	Leuk Res	www.ncbi.nlm.nih.gov/pubmed/20189245	Genome-wide association study of childhood acute lymphoblastic leukemia in Korea.	Acute lymphoblastic leukemia (childhood)	45 Korean ancestry cases, 48 Korean ancestry controls	NA	Affymetrix [681931]	0
2010-03-25	20185149	Athanasiu L	2010-02-23	J Psychiatr Res	www.ncbi.nlm.nih.gov/pubmed/20185149	Gene variants associated with schizophrenia in a Norwegian genome-wide study are replicated in a large European cohort.	Schizophrenia	201 European ancestry cases, 305 European ancestry controls	2,663 European ancestry cases, 13,780 European ancestry controls	Affymetrix [572888]	3
2010-03-17	20147318	Qi L	2010-02-22	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/20147318	Genetic variants in ABO blood group region, plasma soluble E-selectin levels and risk of type 2 diabetes.	E-selectin levels	501 European ancestry type 2 diabetes female cases, 504 European ancestry female controls	518 European ancestry female individuals	Affymetrix [721316]	1
2010-03-17	20167575	Sun Q	2010-02-22	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/20167575	Genome-wide association study identifies polymorphisms in LEPR as determinants of plasma soluble leptin receptor levels.	Soluble leptin receptor levels	684 European ancestry type 2 diabetes female cases, 820 European ancestry female controls	875 European ancestry male individuals	Affymetrix [2543887] (imputed)	1
2010-03-17	20173748	Cho MH	2010-02-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20173748	Variants in FAM13A are associated with chronic obstructive pulmonary disease.	Chronic obstructive pulmonary disease	2,940 European ancestry cases, 1,380 European ancestry controls	502 European ancestry cases, 504 European ancestry controls, 1,110 cases, 2,698 controls	Illumina [499578]	3
2012-11-12	20173735	Fellay J	2010-02-21	Nature	www.ncbi.nlm.nih.gov/pubmed/20173735	ITPA gene variants protect against anaemia in patients treated for chronic hepatitis C.	Chronic hepatitis C infection	988 European ancestry cases, 198 African American cases, 100 Hispanic cases	NA	Illumina [565759]	2
2010-03-15	20173747	Ellinor PT	2010-02-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20173747	Common variants in KCNN3 are associated with lone atrial fibrillation.	Atrial fibrillation	1,335 European ancestry cases, 12,844 European ancestry controls	1,164 European ancestry cases, 3,607 European ancestry controls	Affymetrix, Illumina [~ 2500000] (imputed)	3
2010-03-17	20174558	Tsai FJ	2010-02-19	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/20174558	A genome-wide association study identifies susceptibility variants for type 2 diabetes in Han Chinese.	Type 2 diabetes	995 Han Chinese ancestry cases, 894 Han Chinese ancestry controls	1,803 Han Chinese ancestry cases, 1,473 Han Chinese ancestry controls	Illumina [516737]	3
2010-03-12	20172861	Okada Y	2010-02-18	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/20172861	Common variations in PSMD3-CSF3 and PLCB4 are associated with neutrophil count.	Neutrophil count	5,771 Japanese ancestry individuals	1,894 Japanese ancestry individuals	Illumina [486091]	2
2010-03-15	20167578	Barbalic M	2010-02-18	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/20167578	Large-scale genomic studies reveal central role of ABO in sP-selectin and sICAM-1 levels.	Soluble levels of adhesion molecules	Up to 9,813 European ancestry individuals	NA	Affymetrix, Illumina [~ 2500000] (imputed)	5
2010-03-23	20171287	Stein JL	2010-02-17	Neuroimage	www.ncbi.nlm.nih.gov/pubmed/20171287	Voxelwise genome-wide association study (vGWAS).	Brain structure	740 European ancestry individuals	NA	Illumina [448293]	19
2010-03-09	20164292	Koller DL	2010-02-17	J Clin Endocrinol Metab	www.ncbi.nlm.nih.gov/pubmed/20164292	Genome-wide association study of bone mineral density in premenopausal European-American women and replication in African-American women.	Bone mineral density	1,524 European ancestry female individuals from 762 sibships	669 African American female individuals from 383 sibships	Illumina [547971]	0
2013-09-25	20064070	Herbeck JT	2010-02-15	J Infect Dis	www.ncbi.nlm.nih.gov/pubmed/20064070	Multistage genomewide association study identifies a locus at 1q41 associated with rate of HIV-1 disease progression to clinical AIDS.	HIV-1 progression	51 European ancestry rapid progressor male cases, 57 European ancestry moderate progressor male cases, 48 European ancestry long-term progressor male cases	590 European ancestry seroconverter male cases	Affymetrix [345926]	1
2010-03-09	20154673	Van Deerlin VM	2010-02-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20154673	Common variants at 7p21 are associated with frontotemporal lobar degeneration with TDP-43 inclusions.	Frontotemporal lobar degeneration	515 European ancestry cases, 2,509 European ancestry controls	89 European ancestry cases, 553 European ancestry controls	Illumina [~ 500000]	0
2010-03-09	20154341	Lange LA	2010-02-13	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/20154341	Genome-wide association study of homocysteine levels in Filipinos provides evidence for CPS1 in women and a stronger MTHFR effect in young adults.	Homocysteine levels	1,786 Filipino ancestry female individuals	1,679 Filipino ancestry offspring	Affymetrix [2073674] (imputed)	1
2010-03-07	20159113	Jakkula E	2010-02-12	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/20159113	Genome-wide association study in a high-risk isolate for multiple sclerosis reveals associated variants in STAT3 gene.	Multiple sclerosis	68 Finland founder cases, 136 Finland founder controls	83 Finland founder cases, 365 Finland founder controls 3,285 European ancestry cases, 6,379 European ancestry controls, 1,202 cases, 3,399 controls	Illumina [297343]	2
2010-03-06	20169177	Yang W	2010-02-12	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/20169177	Genome-wide association study in Asian populations identifies variants in ETS1 and WDFY4 associated with systemic lupus erythematosus.	Systemic lupus erythematosus	314 Chinese ancestry cases, 1,484 Chinese ancestry controls	2,630 Chinese ancestry cases, 2,155 Chinese ancestry controls, 314 Thai ancestry cases, 519 Thai ancestry controls	Illumina [514221]	2
2010-03-06	20150558	He M	2010-02-11	Arterioscler Thromb Vasc Biol	www.ncbi.nlm.nih.gov/pubmed/20150558	Genome-wide association study identifies variants at the IL18-BCO2 locus associated with interleukin-18 levels.	Interleukin-18 levels	1,523 European ancestry female individuals	435 European ancestry female individuals	Affymetrix [704409]	2
2013-10-18	20152958	Xing C	2010-02-11	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/20152958	A weighted false discovery rate control procedure reveals alleles at FOXA2 that influence fasting glucose levels.	Fasting plasma glucose	2,029 African American individuals, 7,428 European ancestry individuals	1,571 African American individuals, 3,825 European ancestry individuals	Affymetrix [814004]	1
2010-03-06	20139977	Codd V	2010-02-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20139977	Common variants near TERC are associated with mean telomere length.	Telomere length	2,917 European ancestry individuals	9,492 European ancestry individuals	Affymetrix [405649]	1
2013-09-04	20139978	Kamatani Y	2010-02-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20139978	Genome-wide association study of hematological and biochemical traits in a Japanese population.	Mean corpuscular volume	14,364 Japanese ancestry individuals	NA	Illumina [561583]	17
2013-11-05	20139978	Kamatani Y	2010-02-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20139978	Genome-wide association study of hematological and biochemical traits in a Japanese population.	Hematological and biochemical traits	Up to 14,402 Japanese individuals	NA	Illumina [561583]	29
2013-09-04	20139978	Kamatani Y	2010-02-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20139978	Genome-wide association study of hematological and biochemical traits in a Japanese population.	Urate levels	8,868 Japanese ancestry individuals	NA	Illumina [561583]	5
2013-09-04	20139978	Kamatani Y	2010-02-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20139978	Genome-wide association study of hematological and biochemical traits in a Japanese population.	Mean corpuscular hemoglobin	Up to 14,362 Japanese ancestry individuals	NA	Illumina [561583]	15
2013-09-04	20139978	Kamatani Y	2010-02-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20139978	Genome-wide association study of hematological and biochemical traits in a Japanese population.	Platelet count	14,806 Japanese ancestry individuals	NA	Illumina [561583]	7
2013-09-04	20139978	Kamatani Y	2010-02-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20139978	Genome-wide association study of hematological and biochemical traits in a Japanese population.	Triglycerides	8,993 Japanese ancestry individuals	NA	Illumina [561583]	6
2013-09-04	20139978	Kamatani Y	2010-02-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20139978	Genome-wide association study of hematological and biochemical traits in a Japanese population.	Mean corpuscular hemoglobin concentration	14,377 Japanese ancestry individuals	NA	Illumina [561583]	7
2013-09-04	20139978	Kamatani Y	2010-02-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20139978	Genome-wide association study of hematological and biochemical traits in a Japanese population.	White blood cell count	14,677 Japanese ancestry individuals	NA	Illumina [561583]	5
2013-09-04	20139978	Kamatani Y	2010-02-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20139978	Genome-wide association study of hematological and biochemical traits in a Japanese population.	Red blood cell count	14,392 Japanese ancestry individuals	NA	Illumina [561583]	8
2012-11-13	20125193	Cirulli ET	2010-02-03	Eur J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/20125193	Common genetic variation and performance on standardized cognitive tests.	Cognitive performance	Up to 813 European ancestry individuals, up to 167 East Asian ancestry individuals, up to 7 Hispanic/Latin American individuals, up to 74 South Asian ancestry individuals	NA	Illumina [up to 563855]	62
2010-03-02	20125088	Shi J	2010-02-02	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/20125088	Genome-wide association study of recurrent early-onset major depressive disorder.	Major depressive disorder	1,020 European ancestry cases, 1,636 European ancestry controls	NA	Affymetrix [671424]	9
2010-03-05	20159242	Li X	2010-02-01	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/20159242	Genome-wide association study of asthma identifies RAD50-IL13 and HLA-DR/DQ regions.	Asthma	607 European ancestry cases, 3,294 European ancestry controls	NA	Illumina [292443]	3
2013-09-21	20117844	Brynedal B	2010-02-01	J Neuroimmunol	www.ncbi.nlm.nih.gov/pubmed/20117844	MGAT5 alters the severity of multiple sclerosis.	Multiple sclerosis (severity)	1,040 European ancestry cases	873 European ancestry cases	Affymetrix [105035]	1
2010-03-12	20200953	Karasik D	2010-01-29	J Bone Miner Res	www.ncbi.nlm.nih.gov/pubmed/20200953	Genome-wide pleiotropy of osteoporosis-related phenotypes: the Framingham Study.	Osteoporosis-related phenotypes	2,073 related female individuals	NA	Affymetrix [433510]	1
2010-02-28	20101243	Petersen GM	2010-01-24	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20101243	A genome-wide association study identifies pancreatic cancer susceptibility loci on chromosomes 13q22.1, 1q32.1 and 5p15.33.	Pancreatic cancer	3,851 European, Chinese and other ancestry cases, 3,934 European, Chinese and other ancestry controls	NA	Illumina [551766]	3
2010-02-12	20100581	Shen L	2010-01-22	Neuroimage	www.ncbi.nlm.nih.gov/pubmed/20100581	Whole genome association study of brain-wide imaging phenotypes for identifying quantitative trait loci in MCI and AD: A study of the ADNI cohort.	Brain imaging	175 European ancestry Alzheimer cases, 354 European ancestry amnestic mild cognitive impairment cases, 204 European ancestry controls	NA	Illumina [530992]	12
2010-02-10	20096396	Kung AW	2010-01-20	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/20096396	Association of JAG1 with bone mineral density and osteoporotic fractures: a genome-wide association study and follow-up replication studies.	Bone mineral density	785 Han Chinese ancestry extreme high and low BMD female individuals	264 Han Chinese ancestry High BMD individuals, 456 Han Chinese ancestry Low BMD individuals, 3,465 Han Chinese ancestry individuals, 13,913 European ancestry individuals	Illumina [488853]	1
2010-02-28	20081858	Dupuis J	2010-01-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20081858	New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.	Fasting blood insulin	38,238 European ancestry individuals	62,264 European ancestry individuals	Affymetrix, Illumina [~ 2500000] (imputed)	2
2018-01-23	20081858	Dupuis J	2010-01-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20081858	New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.	Homeostasis model assessment of beta-cell function	36,466 European ancestry individuals	62,264 European ancestry individuals	Affymetrix, Illumina [~ 2500000] (imputed)	10
2018-01-23	20081858	Dupuis J	2010-01-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20081858	New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.	Homeostasis model assessment of insulin resistance	37,037 European ancestry individuals	62,264 European ancestry individuals	Affymetrix, Illumina [~ 2500000] (imputed)	2
2010-02-28	20081858	Dupuis J	2010-01-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20081858	New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.	Fasting blood glucose	46,186 European ancestry individuals	76,558 European ancestry individuals	Affymetrix, Illumina [~ 2500000] (imputed)	16
2010-02-08	20081857	Saxena R	2010-01-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20081857	Genetic variation in GIPR influences the glucose and insulin responses to an oral glucose challenge.	Two-hour glucose challenge	15,234 individuals	up to 30,620 European ancestry individuals	Affymetrix, Illumina [NR]	5
2010-02-08	20081856	McMahon FJ	2010-01-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20081856	Meta-analysis of genome-wide association data identifies a risk locus for major mood disorders on 3p21.1.	Major mood disorders	6,686 European ancestry cases, 9,068 European ancestry controls	1,930 European ancestry cases, 2,747 European ancestry controls	Affymetrix, Illumina, Perlegen [~ 2100000] (imputed)	1
2010-02-05	20070850	Edwards TL	2010-01-13	Ann Hum Genet	www.ncbi.nlm.nih.gov/pubmed/20070850	Genome-wide association study confirms SNPs in SNCA and the MAPT region as common risk factors for Parkinson disease.	Parkinson's disease	1,752 European ancestry cases, 1,745 European ancestry controls	NA	Illumina [495715] (imputed)	6
2010-02-04	20068591	Van Laer L	2010-01-13	Eur J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/20068591	A genome-wide association study for age-related hearing impairment in the Saami.	Hearing impairment	347 Finnish Saami individuals	NA	Affymetrix [83381]	2
2010-02-02	20066004	Chung CM	2010-01-12	Pharmacogenomics J	www.ncbi.nlm.nih.gov/pubmed/20066004	A genome-wide association study identifies new loci for ACE activity: potential implications for response to ACE inhibitor.	Angiotensin-converting enzyme activity	400 Han Chinese ancestry hypertensive cases	623 Han Chinese ancestry hypertensive cases	Illumina [~ 550000]	2
2010-02-02	20062062	Reveille JD	2010-01-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20062062	Genome-wide association study of ankylosing spondylitis identifies non-MHC susceptibility loci.	Ankylosing spondylitis	2,053 European ancestry cases, 5,140 European ancestry controls	898 European ancestry cases, 1,518 European ancestry controls	Illumina [288662]	9
2010-02-04	20062060	Pfeufer A	2010-01-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20062060	Genome-wide association study of PR interval.	PR interval	28,517 European ancestry individuals	NA	Affymetrix, Illumina [~ 2500000] (imputed)	9
2010-02-02	20062063	Holm H	2010-01-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20062063	Several common variants modulate heart rate, PR interval and QRS duration.	Electrocardiographic traits	Up to 12,670 European ancestry individuals	Up to 10,352 European ancestry individuals	Illumina [306060]	18
2010-01-29	20062061	Chambers JC	2010-01-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20062061	Genetic variation in SCN10A influences cardiac conduction.	Electrocardiographic traits	6,543 Indian Asian ancestry individuals	6,243 Indian Asian ancestry individuals, 5,370 European ancestry individuals	Illumina [303309]	3
2010-01-28	20072603	Guo Y	2010-01-08	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/20072603	Genome-wide association study identifies ALDH7A1 as a novel susceptibility gene for osteoporosis.	Osteoporosis	350 Han Chinese ancestry cases, 350 Han Chinese ancestry controls	390 Han Chinese ancestry cases, 516 Han Chinese ancestry controls	Affymetrix [281533]	1
2010-01-21	20066028	Igl W	2010-01-08	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/20066028	Modeling of environmental effects in genome-wide association studies identifies SLC2A2 and HP as novel loci influencing serum cholesterol levels.	Cholesterol	656 European ancestry individuals	Up to 3,282 European ancestry individuals	Illumina [~ 311388]	1
2010-02-28	20112360	Kerkhof HJ	2010-01-07	Arthritis Rheum	www.ncbi.nlm.nih.gov/pubmed/20112360	A genome-wide association study identifies an osteoarthritis susceptibility locus on chromosome 7q22.	Osteoarthritis	1,341 European ancestry cases, 3,496 European ancestry controls	9,779 European ancestry cases, up to 31,818 European ancestry controls, 3,818 cases, 7,278 controls	Illumina [500510]	1
2010-01-21	20060832	Rauch A	2010-01-07	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/20060832	Genetic variation in IL28B is associated with chronic hepatitis C and treatment failure: a genome-wide association study.	Chronic hepatitis C infection	1,015 European ancestry chronic HCV carriers, 347 European ancestry spontaneously cleared HCV individuals	NA	Illumina [~ 500000]	1
2010-03-17	20215924	Liu X	2010-01-01	J Am Acad Child Adolesc Psychiatry	www.ncbi.nlm.nih.gov/pubmed/20215924	A genome-wide association study of amygdala activation in youths with and without bipolar disorder.	Functional MRI	36 European ancestry BD cases, 21 European ancestry controls, 1 African American BD case, 5 African American controls, 2 BD cases, 3 controls	NA	Illumina [104043]	2
2010-01-19	20009918	Shrestha S	2010-01-01	AIDS	www.ncbi.nlm.nih.gov/pubmed/20009918	A genome-wide association study of carotid atherosclerosis in HIV-infected men.	Carotid atherosclerosis in HIV infection	177 European ancestry individuals	NA	Illumina [311194]	7
2010-01-19	20044523	Debette S	2009-12-31	Stroke	www.ncbi.nlm.nih.gov/pubmed/20044523	Genome-wide association studies of MRI-defined brain infarcts: meta-analysis from the CHARGE Consortium.	Subclinical brain infarct	9,401 European ancestry individuals	1,822 European ancestry individuals, 644 Black individuals	Affymetrix, Illumina [2217889] (imputed)	0
2010-08-30	20045101	Ferreira MA	2009-12-31	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/20045101	Quantitative trait loci for CD4:CD8 lymphocyte ratio are associated with risk of type 1 diabetes and HIV-1 immune control.	CD4:CD8 lymphocyte ratio	2,538 European ancestry twins from 1,089 families	988 individuals from 550 families	Illumina [529721]	2
2010-01-19	20038948	Papassotiropoulos A	2009-12-29	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/20038948	A genome-wide survey of human short-term memory.	Memory (short-term)	333 European ancestry individuals	777 European ancestry young individuals, 922 European ancestry elderly individuals	Affymetrix [841663]	0
2010-01-19	20038947	Shyn SI	2009-12-29	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/20038947	Novel loci for major depression identified by genome-wide association study of Sequenced Treatment Alternatives to Relieve Depression and meta-analysis of three studies.	Major depressive disorder (broad)	3,957 European ancestry cases, 3,428 European ancestry controls	NA	Affymetrix, Perlegen [2391203] (imputed)	9
2010-01-13	20037589	Illig T	2009-12-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20037589	A genome-wide perspective of genetic variation in human metabolism.	Metabolite levels	1,029 European ancestry individuals	1,202 European ancestry individuals	Affymetrix [517480]	5
